timestamp,coin,headline,description,source,price_usd,open,high,low,close
2025-04-21T21:11:18Z,ETH,eth-account 0.13.7,eth-account: Sign Ethereum transactions and messages with local private keys,Pypi.org,1590.464529,1567.73,1581.1,1564.07,1573.7
2025-04-21T21:12:41Z,BTC,Why is Bitcoin up,"Key Points Research suggests Bitcoin’s recent price increase is driven by the Federal Reserve’s dovish signals and long-term holder behavior. It seems likely that political pressures and market dynamics, like stock market declines, are also contributing facto…",Erickimphotography.com,87820.463571,86786.29,87488.0,86712.5,87415.1
2025-04-21T21:17:36Z,BTC,NEVER STOP BUYING (BITCOIN),The only strategy in life:,Erickimphotography.com,87820.463571,86786.29,87488.0,86712.5,87415.1
2025-04-21T21:18:00Z,BTC,Can Bitcoin Benefit From Trump Firing Powell? Turkey's Lira Crisis May Provide Clues,"The week has begun on an interesting note, with the U.S. dollar crashing to three-year lows alongside losses on Wall Street, yet bitcoin, which usually follows the sentiment on Wall Street, stands tall.
This could just be the beginning. 
The shift away from t…",Biztoc.com,87820.463571,86786.29,87488.0,86712.5,87415.1
2025-04-21T21:23:00Z,XRP,"XRP News: XenDex Announces Vision, Native Token Utility Framework, and Detailed Tokenomics","SYDNEY, April 21, 2025 (GLOBE NEWSWIRE) -- XenDex, a groundbreaking all-in-one decentralized exchange, is officially entering the Ripple blockchain with a bold mission: to create the first all-in-one decentralized finance hub built natively on the XRP Ledger …",GlobeNewswire,2.09881,2.0697,2.0906,2.0677,2.0878
2025-04-21T21:28:54Z,BTC,"How crooks convinced her to put $17,500 into a bitcoin ATM to 'secure' her money",,Yahoo Entertainment,87820.463571,86786.29,87488.0,86712.5,87415.1
2025-04-21T21:30:19Z,BTC,Bitcoin recovery shows resilience amid macro turmoil but momentum faces resistance at $92k,"Bitcoin (BTC) has demonstrated notable resilience amid widespread macroeconomic uncertainty, but the zone between $91,000 and $92,000 still poses a threat to an extended upward movement. The latest edition of the “Bitfinex Alpha” report highlighted that BTC r…",CryptoSlate,87820.463571,86786.29,87488.0,86712.5,87415.1
2025-04-21T21:30:19Z,SOL,Solana Short-Term Indicator Signals Potential Risk – Reversal Or Pause?,"Solana is showing signs of strength as it pushes above a key resistance level, suggesting that bulls are beginning to regain some control after weeks of weakness. The broader crypto market remains volatile, driven by ongoing macroeconomic uncertainty and heig…",newsBTC,126.8353,135.18,137.18,135.0,136.94
2025-04-21T21:38:46Z,XRP,Coinbase Derivatives lists XRP futures,"Coinbase has listed futures contracts for the XRP token on its US derivatives exchange, the cryptocurrency platform said on April 21.The contracts are overseen by the US Commodity Futures Trading Commission (CFTC) and offer traders “a regulated, capital-effic…",Cointelegraph,2.09881,2.0697,2.0906,2.0677,2.0878
2025-04-21T22:00:30Z,BTC,"Dogecoin Reaches Support Level Against Bitcoin That Led To The Rally In 2021, Is A Repeat Possible?","Meme cryptocurrency Dogecoin is currently trading at an important support level against Bitcoin, a level that previously triggered its historic bull run in 2021. This significant observation comes from crypto analyst MasterAnanda, whose latest technical analy…",Bitcoinist,87820.463571,87415.09,87440.5,87144.69,87367.92
2025-04-21T22:00:47Z,SOL,Solana vs Ethereum – Who’s winning the staking race in 2025?,This is a major win for Solana as its utility spreads across the board.,Ambcrypto.com,126.8353,136.94,137.43,136.36,137.23
2025-04-21T22:00:47Z,ETH,Solana vs Ethereum – Who’s winning the staking race in 2025?,This is a major win for Solana as its utility spreads across the board.,Ambcrypto.com,1590.464529,1573.7,1578.06,1571.35,1577.77
2025-04-21T22:18:13Z,SOL,Publicly Traded Firm's Stock Spikes 335% After Raising $100M to Fuel Solana Reserve,"Nasdaq-listed Upexi has raised $100 million in fresh funding, with most of it slated to go towards establishing a Solana treasury reserve.",Decrypt,126.8353,136.94,137.43,136.36,137.23
2025-04-21T22:47:03Z,BTC,"Bitcoin could rise back toward $100,000 if this happens, as dollar and stocks fall while gold rises","Bitcoin may rise back to $100,000 if it breaks above its current resistance levels in the next few days, as a weakening dollar could provide tailwinds for the crypto, while bitcoin’s recent strength over equities lead to optimism that the crypto may eventuall…",Biztoc.com,87820.463571,87415.09,87440.5,87144.69,87367.92
2025-04-21T23:00:12Z,BTC,Bitcoin Realized Cap Hits All-Time High: Wealth Flows In And Investors Hold,"Bitcoin is now facing a critical test after breaking above the $87,000 mark, following several days of tight consolidation between the $82K and $85K range. This breakout comes at a pivotal time, as global macroeconomic uncertainty and geopolitical tensions co…",Bitcoinist,87820.463571,87367.92,87385.94,86887.15,87275.0
2025-04-21T23:00:32Z,ETH,XRP Surpasses Ethereum In This Major Metric After Outperforming For 6 Months,"In a surprising move within the crypto market, XRP has surpassed Ethereum (ETH) in a key valuation metric: Fully Diluted Market Capitalization (FDMC). While Ethereum has been in a downtrend this bull cycle, XRP’s performance over the last six months has been …",newsBTC,1590.464529,1577.77,1580.16,1572.33,1578.52
2025-04-21T23:00:32Z,XRP,XRP Surpasses Ethereum In This Major Metric After Outperforming For 6 Months,"In a surprising move within the crypto market, XRP has surpassed Ethereum (ETH) in a key valuation metric: Fully Diluted Market Capitalization (FDMC). While Ethereum has been in a downtrend this bull cycle, XRP’s performance over the last six months has been …",newsBTC,2.09881,2.0848,2.0848,2.0746,2.0782
2025-04-21T23:47:01Z,XRP,"Coinbase launches XRP, nano XRP futures contracts","Coinbase's XRP futures launch could enhance market liquidity and attract diverse traders, potentially influencing broader crypto adoption trends.
The post Coinbase launches XRP, nano XRP futures contracts appeared first on Crypto Briefing.",Crypto Briefing,2.09881,2.0848,2.0848,2.0746,2.0782
2025-04-22T19:18:35Z,XRP,XRP Ledger Foundation discloses ‘serious vulnerability’ in recently updated version of XRPL JavaScript library,"The issue was discovered by Aikido Security, which noted the vulnerability could lead to a “potentially catastrophic” supply chain attack.",Biztoc.com,2.22037,2.1428,2.1624,2.1428,2.1607
2025-04-22T19:30:00Z,XRP,"XRP News: 3 Reasons XRP Is Gearing Up For A Parabolic Move, Ripple Rival Remittix Soars Towards $15M In ICO","New York, NY, April 22, 2025 (GLOBE NEWSWIRE) -- XRP news is on everyone’s radar after the token jumped 11%, rebounding from Monday’s low of $1.65 to around $1.89. While a whale transfer of 200 million XRP (worth $355 million) to Binance has some watchers wor…",GlobeNewswire,2.22037,2.1428,2.1624,2.1428,2.1607
2025-04-22T19:30:05Z,BTC,Bitcoin Breaks $90K as Markets Steady Following Trump's Federal Reserve Attacks,"In brief
- Bitcoin jumped above $90,000 Tuesday for the first time in more than a month.
- Stocks are also rebounding after plunging Monday following President Trump's attacks on Fed Chair Jerome Powell.
The price of Bitcoin passed $90,000 per coin for the fi…",Biztoc.com,93604.188571,90673.1,91480.0,90666.66,91396.14
2025-04-22T19:30:58Z,XRP,XRP Ledger developer kit compromised with backdoor to steal wallet private keys,"Aikido Security disclosed a vulnerability in the XRP Ledger’s (XRPL) official JavaScript SDK, revealing that multiple compromised versions of the XRPL Node Package Manager (NPM) package were published to the registry starting April 21.  The affected versions,…",CryptoSlate,2.22037,2.1428,2.1624,2.1428,2.1607
2025-04-22T19:36:44Z,SOL,"DeFi Development Corp adds $11.5M SOL, shares jump 12%","DeFi Development Corporation, formerly known as Janover, is ramping up its Solana treasury strategy following a buyout led by Kraken executives.According to an April 22 announcement, the company added 88,164 Solana (SOL) to its treasury, worth $11.5 million a…",Cointelegraph,132.8527,144.76,145.17,144.07,144.73
2025-04-22T19:41:01Z,BTC,"Strategy, Coinbase, Miners Among Crypto Stocks Rallying as Bitcoin Surges Above $90K","Crypto-related stocks surged on Tuesday, riding the momentum of a broader crypto rally that has reignited risk appetite across digital assets with bitcoin (BTC) crossing above $90,000.
Shares of Strategy (MSTR), the largest corporate BTC holder, and crypto ex…",Biztoc.com,93604.188571,90673.1,91480.0,90666.66,91396.14
2025-04-22T19:41:07Z,XRP,"Bitcoin Reclaims $91,000, Ethereum, XRP, Dogecoin Ride The Rally – 'BTC Doing What It Always Does'","Cryptocurrency markets are trading higher on Tuesday, with Bitcoin reclaiming $91,000 on the back of the strongest institutional ETF inflows since January.
Cryptocurrency
Price 
Gains +/-
Bitcoin (CRYPTO: BTC)
$91,549.61
+5.4%
Ethereum (CRYPTO: ETH)
$1,704.37…",Biztoc.com,2.22037,2.1428,2.1624,2.1428,2.1607
2025-04-22T19:41:07Z,ETH,"Bitcoin Reclaims $91,000, Ethereum, XRP, Dogecoin Ride The Rally – 'BTC Doing What It Always Does'","Cryptocurrency markets are trading higher on Tuesday, with Bitcoin reclaiming $91,000 on the back of the strongest institutional ETF inflows since January.
Cryptocurrency
Price 
Gains +/-
Bitcoin (CRYPTO: BTC)
$91,549.61
+5.4%
Ethereum (CRYPTO: ETH)
$1,704.37…",Biztoc.com,1760.364743,1691.71,1702.99,1683.08,1700.42
2025-04-22T19:41:07Z,BTC,"Bitcoin Reclaims $91,000, Ethereum, XRP, Dogecoin Ride The Rally – 'BTC Doing What It Always Does'","Cryptocurrency markets are trading higher on Tuesday, with Bitcoin reclaiming $91,000 on the back of the strongest institutional ETF inflows since January.
Cryptocurrency
Price 
Gains +/-
Bitcoin (CRYPTO: BTC)
$91,549.61
+5.4%
Ethereum (CRYPTO: ETH)
$1,704.37…",Biztoc.com,93604.188571,90673.1,91480.0,90666.66,91396.14
2025-04-22T19:50:06Z,XRP,XRP Holds Steady As Institutional Inflows Defy Broader Market Outflows,"XRP (CRYPTO: XRP) is trading marginally higher Tuesday, up 0.05% to $2.10. While the token has slipped 2.75% over the last seven days and 12.21% over the...",Yahoo Entertainment,2.22037,2.1428,2.1624,2.1428,2.1607
2025-04-22T19:52:14Z,BTC,Jihan Wu’s Matrix Finance offers $200 million credit facility to Jihan Wu’s Bitdeer Bitcoin mining operation,"Bitdeer Technologies opened a $200 million credit facility earlier this month with Matrix Finance, also founded by Jihan Wu.",Biztoc.com,93604.188571,90673.1,91480.0,90666.66,91396.14
2025-04-22T19:59:35Z,SOL,"Dogecoin, Solana and Ethereum Spike as Bitcoin Hits Monthly High","Bitcoin is up big Tuesday, nearing $92,000—but major altcoins like Dogecoin, Solana, and Ethereum are showing even larger gains.",Decrypt,132.8527,144.76,145.17,144.07,144.73
2025-04-22T19:59:35Z,BTC,"Dogecoin, Solana and Ethereum Spike as Bitcoin Hits Monthly High","Bitcoin is up big Tuesday, nearing $92,000—but major altcoins like Dogecoin, Solana, and Ethereum are showing even larger gains.",Decrypt,93604.188571,90673.1,91480.0,90666.66,91396.14
2025-04-22T19:59:35Z,ETH,"Dogecoin, Solana and Ethereum Spike as Bitcoin Hits Monthly High","Bitcoin is up big Tuesday, nearing $92,000—but major altcoins like Dogecoin, Solana, and Ethereum are showing even larger gains.",Decrypt,1760.364743,1691.71,1702.99,1683.08,1700.42
2025-04-22T20:00:41Z,ETH,Are Ethereum whales anticipating a deeper correction? – Analysis reveals…,Ethereum whales are positioning for downside as retail activity and on-chain demand remain steady.,Ambcrypto.com,1760.364743,1700.43,1707.4,1695.71,1703.79
2025-04-22T20:02:49Z,ETH,Veteran trader who correctly forecast S&P 500 rally slams Ethereum,,Yahoo Entertainment,1760.364743,1700.43,1707.4,1695.71,1703.79
2025-04-22T20:09:44Z,BTC,"Bitcoin breaks downtrend with spike toward $92.6K, but who’s behind the price momentum?","Bitcoin (BTC) price surged over the Easter weekend, jumping 9% and crossing the $91,000 threshold on April 22. This strong performance diverged sharply from the stock market’s lukewarm rebound and mirrored gold’s bullish behavior, which briefly touched a new …",Cointelegraph,93604.188571,91396.14,91666.0,91140.15,91504.36
2025-04-22T20:47:52Z,XRP,"Researcher: the official SDK JS library for interacting with the XRP Ledger, with 140K+ weekly downloads, was compromised; XRP Ledger Foundation says it's fixed","This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command…",Biztoc.com,2.22037,2.1607,2.17,2.1425,2.161
2025-04-22T21:00:00Z,BTC,"$92K Bitcoin barrier: Can BTC smash through, or will traders take profits?","Bitcoin is about to establish a bullish swing structure on the back of sustained demand, but some caution is warranted.",Ambcrypto.com,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:00:23Z,BTC,Bitcoin Sees Fresh Wave Of New Investors – Bottom Signal Or Bull Trap?,"Bitcoin is waking up after weeks of consolidation and is now testing critical resistance levels, showing signs of renewed strength just as equities continue to tumble. Global tensions, driven by fears of an escalating trade war between the U.S. and China, are…",Bitcoinist,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:00:48Z,BTC,Bitcoin Jumps as US Treasury’s Bessent Hints at ‘Perceived Progress’ on Trade Negotiations,The White House has recently focused its trade war on China.,Decrypt,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:00:52Z,XRP,"Crypto Analyst Says “XRP Is Dead” Sentiment Is A Lie, Reveals The Truth","Crypto analyst 589Bull has asserted that the “XRP is dead” narrative is a lie. The analyst went further to reveal the truth and explain why market participants should be bullish on the altcoin, despite the current price action. Why XRP Is Not Dead Despite Cur…",newsBTC,2.22037,2.161,2.1629,2.1415,2.1541
2025-04-22T21:10:30Z,SOL,A 325% Stock Surge Greets a Tiny Company’s Strategy to Buy Solana,,Biztoc.com,132.8527,144.84,145.2,143.52,144.24
2025-04-22T21:11:52Z,BTC,Bitcoin Tops $93K as Trump's U.S-China Tariff Optimism Fuels Crypto Rally,,Yahoo Entertainment,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:11:52Z,BTC,Bitcoin Tops $93K as Trump's U.S-China Tariff Optimism Fuels Crypto Rally,"Altcoins led by ETH, DOGE, SUI followed BTC higher as Treasury Secretary Bessent's comments on U.S.-China trade boosted risk appetite.",CoinDesk,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:21:13Z,BTC,Bitcoin analysts target $95K as Trump’s trade war cools — Do BTC futures agree?,"Bitcoin (BTC) surged to a 45-day high above $91,000 on April 22, and the upward movement coincided with gold reaching a new all-time high. The price gains reflect investors' concerns over a potential economic recession amid ongoing global trade tensions.The t…",Cointelegraph,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:30:39Z,ETH,Ethereum: Long-term holders return – What it means for ETH’s next move,Ethereum approaches its MVRV buy zone as whale activity and exchange outflows point to accumulation.,Ambcrypto.com,1760.364743,1703.78,1705.39,1683.66,1698.22
2025-04-22T21:31:55Z,BTC,"Who’s LA DOGER 21, Bitcoin his story","More of @ladoger21 top tweets, why his user name Key Points Direct Answer Overview @LaDoger21 appears to be an active X user passionate about Bitcoin, often sharing insights on MicroStrategy (MSTR) and Michael Saylor. Their top posts likely include prediction…",Erickimphotography.com,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:32:29Z,BTC,Tesla’s Bitcoin Holding Loses $97M,"2 min ago
Tesla’s Bitcoin Holding Loses $97M
Bitcoin giveth and Bitcoin taketh away. No matter how you account for it.
Tesla reported a $97 million loss due to digital assets, the company’s Bitcoin holdings. In the fourth quarter, there was a gain of $270 mil…",Biztoc.com,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:32:35Z,SOL,"Dogecoin, Solana and Ethereum Spike as Bitcoin Hits Monthly High","In brief
- Altcoins like Dogecoin, Solana, and Ethereum are up big on the day.
- Bitcoin hit its highest price in more than a month Tuesday, rising above $91,600.
Bitcoin is back above $90,000 and reaching highs not seen since the start of March, but it's not…",Biztoc.com,132.8527,144.84,145.2,143.52,144.24
2025-04-22T21:32:35Z,ETH,"Dogecoin, Solana and Ethereum Spike as Bitcoin Hits Monthly High","In brief
- Altcoins like Dogecoin, Solana, and Ethereum are up big on the day.
- Bitcoin hit its highest price in more than a month Tuesday, rising above $91,600.
Bitcoin is back above $90,000 and reaching highs not seen since the start of March, but it's not…",Biztoc.com,1760.364743,1703.78,1705.39,1683.66,1698.22
2025-04-22T21:32:35Z,BTC,"Dogecoin, Solana and Ethereum Spike as Bitcoin Hits Monthly High","In brief
- Altcoins like Dogecoin, Solana, and Ethereum are up big on the day.
- Bitcoin hit its highest price in more than a month Tuesday, rising above $91,600.
Bitcoin is back above $90,000 and reaching highs not seen since the start of March, but it's not…",Biztoc.com,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:43:16Z,BTC,Bitcoin Tops $91K as Trade Optimism Fuels Crypto Rally But Demand Headwinds Remain,"surged past $91,000 on Tuesday, climbing nearly 5% amid renewed investor optimism and fresh hopes of a thaw in U.S.-China trade tensions, but headwinds persist that could cap further upside, analytics firm CryptoQuant cautioned.
The largest crypto by market c…",Biztoc.com,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T21:58:45Z,BTC,"FORGING THE HUMAN BODY ARTIST: A BITCOIN-FUELED, ANTIFRAGILE SCI-FI LIFE",Prompt: Write essay on all these topic points *** Write essay on all these topic points: Add some purposeful friction I guess I am a genius? Infinite optimism . The Bitcoin Lifestyle The bitcoin life How to become handsomer? I want my whole life to be like sc…,Erickimphotography.com,93604.188571,91504.36,91695.0,90905.0,91414.79
2025-04-22T22:00:58Z,ETH,XRP vs ETH: Will Ethereum lose its ‘top altcoin’ status next bull cycle?,XRP's $15B lead could be a huge shift in market dynamics.,Ambcrypto.com,1760.364743,1698.22,1701.99,1691.68,1695.32
2025-04-22T22:00:58Z,XRP,XRP vs ETH: Will Ethereum lose its ‘top altcoin’ status next bull cycle?,XRP's $15B lead could be a huge shift in market dynamics.,Ambcrypto.com,2.22037,2.1541,2.1596,2.1475,2.1566
2025-04-22T22:01:55Z,SOL,"Nasdaq-Listed Janover Buys More Solana, Changes Name to DeFi Development Corp.","Publicly traded real estate tech firm Janover is going deep on crypto, stacking more Solana and adopting a DeFi-inspired name.",Decrypt,132.8527,144.24,144.81,143.46,144.55
2025-04-22T22:21:59Z,XRP,Ripple’s XRP ETF Approval Poised to Catapult XRP Bulls to Never-Before-Seen Levels,"Back in January, experts from J.P. Morgan reportedly predicted an $8 billion inflow if XRP ETFs were approved in the long term.",ZyCrypto,2.22037,2.1541,2.1596,2.1475,2.1566
2025-04-22T22:30:02Z,ETH,Ethereum Holds Above MVRV Band Low – A Final Dip Before Recovery?,"Ethereum is trading at key levels as price action consolidates above the $1,500 mark. After weeks of high volatility and macro-driven selling pressure, ETH is showing signs of stability — and analysts are watching closely. A breakout above nearby resistance c…",newsBTC,1760.364743,1698.22,1701.99,1691.68,1695.32
2025-04-22T22:30:19Z,ETH,Ethereum Sees Sharp Spike In New Adoption Rate Amid Ongoing Price Fluctuations,"Ethereum‘s price continues to display notable weakness and volatility, recording bearish monthly performances in the past few months. Despite the prolonged waning price movements, the network has experienced an uptick in activity, with investors significantly…",Bitcoinist,1760.364743,1698.22,1701.99,1691.68,1695.32
2025-04-22T22:44:12Z,BTC,Is Bitcoin 'Conclusively' Decoupling from Equities? Experts Weigh In,"Bitcoin appears to be living up to its reputation as “digital gold,” but analysts say a recent shift may be temporary.",Decrypt,93604.188571,91414.78,91509.75,91065.83,91111.72
2025-04-22T22:54:41Z,BTC,Tesla confirms Bitcoin stash intact despite Q1 earnings miss,"Tesla's unwavering Bitcoin strategy amid financial challenges highlights its commitment to crypto, impacting investor confidence and market dynamics.
The post Tesla confirms Bitcoin stash intact despite Q1 earnings miss appeared first on Crypto Briefing.",Crypto Briefing,93604.188571,91414.78,91509.75,91065.83,91111.72
2025-04-22T23:00:47Z,XRP,"Here’s what happened in crypto today – BTC, gold, XRP, & more",Here are top crypto headlines in the past 48 hours.,Ambcrypto.com,2.22037,2.1567,2.2504,2.1527,2.2387
2025-04-22T23:00:47Z,BTC,"Here’s what happened in crypto today – BTC, gold, XRP, & more",Here are top crypto headlines in the past 48 hours.,Ambcrypto.com,93604.188571,91111.72,93888.0,91060.0,93039.99
2025-04-22T23:00:48Z,BTC,Bitcoin poised for breakout as US Term Premium hits 12-Year high – StanChart,"Standard Chartered’s global head of crypto research, Geoffrey Kendrick, believes Bitcoin (BTC) has yet to price in growing signs of systemic risk despite strengthening its case as a hedge in recent weeks. In an April 22 client note, Kendrick warned that polit…",CryptoSlate,93604.188571,91111.72,93888.0,91060.0,93039.99
2025-04-22T23:18:46Z,ETH,ethereum-execution 1.17.0.dev1,"Ethereum execution layer specification, provided as a Python package for tooling and testing",Pypi.org,1760.364743,1695.31,1778.0,1694.17,1754.25
2025-04-22T23:28:45Z,ETH,ethereum-execution 1.17.0rc6,"Ethereum execution layer specification, provided as a Python package for tooling and testing",Pypi.org,1760.364743,1695.31,1778.0,1694.17,1754.25
2025-04-22T23:30:46Z,BTC,Spot Bitcoin ETFs score $395M in inflows in 4 trading days,"Spot Bitcoin ETFs are experiencing a brief respite from the relentless outflows seen in April so far. On April 15, the ETFs saw $76.4 million in net inflows, only to reverse course with $171.1 million of net outflows on April 16. However, demand rebounded on …",CryptoSlate,93604.188571,91111.72,93888.0,91060.0,93039.99
2025-04-23T18:44:46Z,ETH,"Strike founder Jack Mallers to lead Tether-backed multi-billion bitcoin buying venture, Twenty One Capital","Twenty One will go public through a SPAC merger with a $3.6 billion BTC treasury, the third-largest among publicly-traded firms.",Biztoc.com,1800.38375,1794.6,1798.21,1781.87,1792.6
2025-04-23T18:44:46Z,BTC,"Strike founder Jack Mallers to lead Tether-backed multi-billion bitcoin buying venture, Twenty One Capital","Twenty One will go public through a SPAC merger with a $3.6 billion BTC treasury, the third-largest among publicly-traded firms.",Biztoc.com,94046.460833,93195.28,93770.19,92913.04,93641.74
2025-04-23T19:05:42Z,BTC,Bitcoin holders back in profit as new capital enters the market — Is $100K BTC price next?,"Key Takeaways:<ul><li>Bitcoin short-term holders are back in profit, increasing chances for a rally to $100,000.
</li><li>Long-term holders added 363,000 BTC since February, with new buyers injecting capital in April.
</li><li>Bitcoin sell pressure risk exi…",Cointelegraph,94046.460833,93641.73,93959.47,93455.85,93894.37
2025-04-23T19:07:14Z,BTC,"The Daily: Cantor Fitzgerald, SoftBank, Bitfinex and Tether unveil multi-billion Strategy-esque bitcoin venture Twenty One and more","Why have I been blocked?
This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word…",Biztoc.com,94046.460833,93641.73,93959.47,93455.85,93894.37
2025-04-23T19:07:14Z,ETH,"The Daily: Cantor Fitzgerald, SoftBank, Bitfinex and Tether unveil multi-billion Strategy-esque bitcoin venture Twenty One and more","Why have I been blocked?
This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word…",Biztoc.com,1800.38375,1792.59,1804.13,1787.89,1800.72
2025-04-23T19:08:00Z,XRP,XRP News: XploraDEX Token Distribution Is Now Live—Only 6 Days Window Period Left to Join $XPL Presale,"ZURICH, Switzerland, April 23, 2025 (GLOBE NEWSWIRE) -- The race is on as the XploraDEX $XPL token
 distribution goes live, marking a major milestone in what is shaping up to be XRPL’s most innovative DeFi launch. With just 6 days remaining in the presale, e…",GlobeNewswire,2.234868,2.23,2.244,2.2239,2.2376
2025-04-23T19:29:43Z,ETH,"Best ETFs Today: Why UltraPro (TQQQ), iShares Ethereum (ETHA) and VanEck Semiconductor (SMH) Are Soaring","The ProShares UltraPro QQQ (NASDAQ:TQQQ), iShares Ethereum Trust ETF (NASDAQ:ETHA), and VanEck Semiconductor ETF (NASDAQ:SMH) are all soaring today. And all of them are up due to the broader market optimism. All the ETFs are targeting underlying equities and …",Biztoc.com,1800.38375,1792.59,1804.13,1787.89,1800.72
2025-04-23T19:30:20Z,BTC,No Crown Yet? Bitcoin Needs To Prove Itself One Win At A Time—Analyst,"Bitcoin prices surged this week, increasing from $84,100 on Monday to $93,549 at the time of the most recent market update. This 6.5% increase over a 24-hour period occurs as the cryptocurrency is seen breaking its historical link with tech stocks, market ana…",newsBTC,94046.460833,93641.73,93959.47,93455.85,93894.37
2025-04-23T19:30:46Z,BTC,Bitcoin Reclaims STH Cost Basis Level – A Springboard For The Next Move?,"Bitcoin is trading above the $90,000 mark again, signaling renewed strength as bulls gain momentum despite persistent global uncertainty. The broader market remains on edge amid rising tensions between the US and China, coupled with lingering concerns over in…",Bitcoinist,94046.460833,93641.73,93959.47,93455.85,93894.37
2025-04-23T19:35:47Z,BTC,"Bitcoin ETFs Bounce Back Big, Adding Nearly $1 Billion in a Single Day","American investors on Tuesday put nearly $1 billion into Bitcoin ETFs, the highest amount since January, while the price of the coin soared.",Decrypt,94046.460833,93641.73,93959.47,93455.85,93894.37
2025-04-23T19:50:52Z,BTC,"Arthur Hayes predicts Treasury buybacks will drive Bitcoin beyond $110k, potentially reaching $200k","Former BitMEX CEO Arthur Hayes believes Bitcoin (BTC) is poised to rapidly climb to new all-time highs, driven by a wave of liquidity from US Treasury buybacks. In an April 23 article, Hayes argued that recent market turmoil triggered by aggressive US trade p…",CryptoSlate,94046.460833,93641.73,93959.47,93455.85,93894.37
2025-04-23T19:51:35Z,XRP,"Bitcoin, Ethereum, XRP, Dogecoin See Thundering Surge — Trader Eyes $90,000 BTC As 'Nice Entry'","Major cryptocurrencies are surging across the board as trade war tensions ease, following President Trump's remarks that talks with China are ""doing fine.”
Cryptocurrency
Price 
Gains +/-
Bitcoin (CRYPTO: BTC)
 $93,169.06
+1.8%
Ethereum (CRYPTO: ETH)
 $1,779.…",Biztoc.com,2.234868,2.23,2.244,2.2239,2.2376
2025-04-23T19:51:35Z,ETH,"Bitcoin, Ethereum, XRP, Dogecoin See Thundering Surge — Trader Eyes $90,000 BTC As 'Nice Entry'","Major cryptocurrencies are surging across the board as trade war tensions ease, following President Trump's remarks that talks with China are ""doing fine.”
Cryptocurrency
Price 
Gains +/-
Bitcoin (CRYPTO: BTC)
 $93,169.06
+1.8%
Ethereum (CRYPTO: ETH)
 $1,779.…",Biztoc.com,1800.38375,1792.59,1804.13,1787.89,1800.72
2025-04-23T19:51:35Z,BTC,"Bitcoin, Ethereum, XRP, Dogecoin See Thundering Surge — Trader Eyes $90,000 BTC As 'Nice Entry'","Major cryptocurrencies are surging across the board as trade war tensions ease, following President Trump's remarks that talks with China are ""doing fine.”
Cryptocurrency
Price 
Gains +/-
Bitcoin (CRYPTO: BTC)
 $93,169.06
+1.8%
Ethereum (CRYPTO: ETH)
 $1,779.…",Biztoc.com,94046.460833,93641.73,93959.47,93455.85,93894.37
2025-04-23T19:55:44Z,BTC,Coinbase Executive Says Investors Looking at Bitcoin (BTC) After Missing the Boat on Gold Rally,"A top Coinbase executive says that investors who missed out on gold’s massive rally may start flooding into Bitcoin (BTC). In a new interview on CNBC Squawk Box, John D’Agostino, Coinbase’s head of institutional strategy, says Bitcoin is an attractive asset f…",The Daily Hodl,94046.460833,93641.73,93959.47,93455.85,93894.37
2025-04-23T20:00:38Z,BTC,"Bitcoin – Up 6.5%, THIS could fuel future gains despite falling demand","Bitcoin surges 6.54% amid renewed stablecoin demand, despite weakened market momentum and liquidity challenges.",Ambcrypto.com,94046.460833,93894.38,94219.93,93620.89,93620.89
2025-04-23T20:07:10Z,BTC,Bitcoin Edges Higher as Treasury’s Bessent Tempers China Trade Expectations,Investors responded positively to the president saying that tariffs on China “will come down substantially.”,Decrypt,94046.460833,93894.38,94219.93,93620.89,93620.89
2025-04-23T20:11:26Z,BTC,Watch These Bitcoin Price Levels as Key $100K Level Back in Striking Distance,,Yahoo Entertainment,94046.460833,93894.38,94219.93,93620.89,93620.89
2025-04-23T20:24:24Z,BTC,"With Gold Stalling, Is It Bitcoin’s Turn? Traders Eye $95K as Key Breakout Level",Wednesday's crypto rally stalled as Bessent reiterated the difficulties in making a deal with China.,CoinDesk,94046.460833,93894.38,94219.93,93620.89,93620.89
